portfolio,split_date,factor,beta,mse_static,mae_static,mse_regime,mae_regime,delta_mse,delta_mae,pct_mse_improvement,dm_se_stat,dm_se_pvalue,dm_ae_stat,dm_ae_pvalue,rsq_static,rsq_augmented,rsq_lift,n_train,n_test
Lo 30,1995-01-01,Mkt-RF,1.0400933303593793,0.0039797766017736535,0.047973725292003486,0.003942682992189768,0.04788554720798978,-3.70936095838853e-05,-8.817808401370697e-05,0.9320525571046857,0.7168864134418321,0.473444185952155,0.3865019562359564,0.6991249540897255,0.9791178150542592,0.9796635060753168,0.0005456910210576149,816,371
Lo 30,1995-01-01,SMB,1.204538430153078,0.0039797766017736535,0.047973725292003486,0.003953099110403739,0.04804683114057833,-2.66774913699145e-05,7.31058485748462e-05,0.6703263534446942,1.2410766279011818,0.21457744264820366,-0.4594927297929982,0.645880371674173,0.9791178150542592,0.9796635060753168,0.0005456910210576149,816,371
Lo 30,1995-01-01,HML,0.4623698450836767,0.0039797766017736535,0.047973725292003486,0.003986340691033269,0.0479844527181654,6.564089259615893e-06,1.0727426161913356e-05,-0.16493612371836394,-0.36592503830651607,0.7144210123220034,-0.10670329112357003,0.9150243715771029,0.9791178150542592,0.9796635060753168,0.0005456910210576149,816,371
Lo 30,1995-01-01,UMD,-0.07127441747660954,0.0039797766017736535,0.047973725292003486,0.003972362472635915,0.04791074837067933,-7.414129137738555e-06,-6.297692132415517e-05,0.1862951084850925,1.2974389999644231,0.19448018091933994,2.106137002299178,0.03519245347117006,0.9791178150542592,0.9796635060753168,0.0005456910210576149,816,371
Med 40,1995-01-01,Mkt-RF,1.065661296894441,0.0030195239791116074,0.04196342060409049,0.0029878220159261833,0.04184600504094495,-3.170196318542408e-05,-0.0001174155631455398,1.0498993684014826,0.635219781044845,0.5252850837804997,0.501925513073009,0.6157199179601023,0.9822462288165072,0.9827671365290651,0.000520907712557861,816,371
Med 40,1995-01-01,SMB,0.5592583236277212,0.0030195239791116074,0.04196342060409049,0.0030142384923512195,0.04208347265330946,-5.285486760387911e-06,0.00012005204921897161,0.17504370877501646,0.6580752221051457,0.5104897965846513,-1.6202646486651149,0.10517543934523821,0.9822462288165072,0.9827671365290651,0.000520907712557861,816,371
Med 40,1995-01-01,HML,0.18885411820280232,0.0030195239791116074,0.04196342060409049,0.0030223409708173515,0.0419788885839176,2.8169917057441034e-06,1.5467979827113454e-05,-0.0932925760891923,-0.4617158546114897,0.6442850999045622,-0.3741039778857888,0.7083269593074144,0.9822462288165072,0.9827671365290651,0.000520907712557861,816,371
Med 40,1995-01-01,UMD,0.0015018312590272653,0.0030195239791116074,0.04196342060409049,0.003019619782562623,0.04196418374698449,9.580345101565732e-08,7.631428940030327e-07,-0.0031727998081288377,-0.9847372861018477,0.3247531327336173,-1.2063784173928869,0.22767161394865365,0.9822462288165072,0.9827671365290651,0.000520907712557861,816,371
Hi 30,1995-01-01,Mkt-RF,0.991881834396742,0.001917070298803664,0.03356033639871023,0.0018806677054102358,0.03327440621310223,-3.640259339342819e-05,-0.00028593018560799793,1.898865858813055,0.9820839592971846,0.3260584872473504,1.3259417476332025,0.1848589933072995,0.9983084194728555,0.998383767818574,7.534834571842897e-05,816,371
Hi 30,1995-01-01,SMB,-0.12363912222459238,0.001917070298803664,0.03356033639871023,0.0019161204577171152,0.03351581279718825,-9.498410865488045e-07,-4.4523601521975764e-05,0.049546492225222366,0.6710203057183715,0.5022075939173409,2.732771133611722,0.006280395600561484,0.9983084194728555,0.998383767818574,7.534834571842897e-05,816,371
Hi 30,1995-01-01,HML,-0.008002019372914958,0.001917070298803664,0.03356033639871023,0.001916938049138196,0.03355938824936138,-1.3224966546789702e-07,-9.481493488464054e-07,0.006898529780072573,0.6516944575416598,0.51459829876665,0.5401529021174948,0.5890915899797671,0.9983084194728555,0.998383767818574,7.534834571842897e-05,816,371
Hi 30,1995-01-01,UMD,-0.006164148737245603,0.001917070298803664,0.03356033639871023,0.0019170223049878943,0.033558061432141184,-4.799381576967715e-08,-2.2749665690435794e-06,0.0025034979572542224,0.15212710283934075,0.8790866880137811,0.8753796957762097,0.3813673437577536,0.9983084194728555,0.998383767818574,7.534834571842897e-05,816,371
Lo 20,1995-01-01,Mkt-RF,1.013664793854023,0.004170835283895039,0.048877648512235035,0.004133682377053405,0.048845792064287887,-3.715290684163427e-05,-3.185644794714837e-05,0.8907785686261408,0.7382855330327519,0.46034095582739987,0.1437457188086026,0.8857012676815803,0.9536241254565694,0.9555486882100497,0.0019245627534802967,816,371
Lo 20,1995-01-01,SMB,1.4074040503071006,0.004170835283895039,0.048877648512235035,0.004131225897085875,0.04890168553842653,-3.960938680916404e-05,2.4037026191497946e-05,0.949675163680255,1.4858927540887654,0.13730749050243984,-0.12928354216407703,0.8971332935898997,0.9536241254565694,0.9555486882100497,0.0019245627534802967,816,371
Lo 20,1995-01-01,HML,0.5751418152129154,0.004170835283895039,0.048877648512235035,0.004178271641901182,0.048932956725706515,7.4363580061433815e-06,5.5308213471480516e-05,-0.1782942144672458,-0.3162382955706211,0.7518216424303303,-0.4384504159105273,0.6610598064702082,0.9536241254565694,0.9555486882100497,0.0019245627534802967,816,371
Lo 20,1995-01-01,UMD,-0.08233939025208797,0.004170835283895039,0.048877648512235035,0.004161060255948063,0.04879422595700796,-9.775027946975524e-06,-8.342255522707231e-05,0.23436619481762103,1.4082475629838094,0.1590577768257404,2.419658296502298,0.015535097526416797,0.9536241254565694,0.9555486882100497,0.0019245627534802967,816,371
Qnt 2,1995-01-01,Mkt-RF,1.0540228199792836,0.003721979659665946,0.04656378362665808,0.003687881451141546,0.04646702307574368,-3.409820852439977e-05,-9.676055091439872e-05,0.9161309744357965,0.6537580839312307,0.5132676753434084,0.42012415462520436,0.6743947579609735,0.9845381646115943,0.9847569344940288,0.0002187698824345219,816,371
Qnt 2,1995-01-01,SMB,0.9388952479083514,0.003721979659665946,0.04656378362665808,0.0037059964786565385,0.04670301246199126,-1.5983181009407346e-05,0.00013922883533318275,0.42942687684762537,1.039690783408417,0.2984835839377298,-1.1249557058287478,0.2606078045421425,0.9845381646115943,0.9847569344940288,0.0002187698824345219,816,371
Qnt 2,1995-01-01,HML,0.34121778831848953,0.003721979659665946,0.04656378362665808,0.0037281374787690746,0.04657971066145651,6.157819103128764e-06,1.592703479843388e-05,-0.16544472743522298,-0.49882654391615966,0.6179015861057113,-0.2156360288602023,0.8292714694590959,0.9845381646115943,0.9847569344940288,0.0002187698824345219,816,371
Qnt 2,1995-01-01,UMD,-0.03878164426942716,0.003721979659665946,0.04656378362665808,0.003718918970197203,0.04652884379901155,-3.0606894687429907e-06,-3.493982764652542e-05,0.08223283705472192,1.079660199498059,0.2802935234845241,2.1480133377360167,0.0317126959160654,0.9845381646115943,0.9847569344940288,0.0002187698824345219,816,371
Qnt 3,1995-01-01,Mkt-RF,1.0722990256027058,0.003105749249676412,0.04282405561281096,0.0030748218834727734,0.042715586117449994,-3.092736620363863e-05,-0.00010846949536096745,0.9958101481264449,0.6144163594539029,0.5389402280056685,0.4620185900714155,0.6440679892107037,0.9778836850559588,0.978581579849298,0.0006978947933392599,816,371
Qnt 3,1995-01-01,SMB,0.5915215005004933,0.003105749249676412,0.04282405561281096,0.003098959296450625,0.04295268442333656,-6.789953225787033e-06,0.00012862881052559672,0.21862528748882343,0.8032828673086254,0.4218112581902891,-1.6424322475705022,0.10050045648871286,0.9778836850559588,0.978581579849298,0.0006978947933392599,816,371
Qnt 3,1995-01-01,HML,0.2114105004768925,0.003105749249676412,0.04282405561281096,0.0031102648764512156,0.04285264999368777,4.515626774803574e-06,2.85943808768091e-05,-0.14539572939682935,-0.6647234824285134,0.5062273714672769,-0.6167265544875581,0.5374151030405392,0.9778836850559588,0.978581579849298,0.0006978947933392599,816,371
Qnt 3,1995-01-01,UMD,-0.014470883830089019,0.003105749249676412,0.04282405561281096,0.0031049262994277817,0.04281619067816391,-8.229502486303657e-07,-7.864934647050514e-06,0.026497639779390073,0.8822856885368918,0.37762233372752974,1.2935025718268605,0.19583729514814863,0.9778836850559588,0.978581579849298,0.0006978947933392599,816,371
Qnt 4,1995-01-01,Mkt-RF,1.0575510496788694,0.0026562354990426825,0.039145385418318045,0.0026219785927980906,0.03892223963230125,-3.4256906244591826e-05,-0.0002231457860167943,1.28967880509609,0.7278847652676647,0.46668412981008434,0.9656553182605647,0.33421668472226784,0.9704420610309651,0.9709191314811155,0.0004770704501504408,816,371
Qnt 4,1995-01-01,SMB,0.27027741561469076,0.0026562354990426825,0.039145385418318045,0.0026548698509453526,0.03921907972094089,-1.3656480973298427e-06,7.36943026228426e-05,0.05141291492497663,0.3697174700675058,0.7115930135025759,-2.06027813196637,0.039371959255294575,0.9704420610309651,0.9709191314811155,0.0004770704501504408,816,371
Qnt 4,1995-01-01,HML,0.1295368202928394,0.0026562354990426825,0.039145385418318045,0.0026568958248079106,0.03915666336931769,6.603257652281445e-07,1.1277950999644126e-05,-0.024859458638593172,-0.16780079335738976,0.866739998340923,-0.40004852198958285,0.6891207787263602,0.9704420610309651,0.9709191314811155,0.0004770704501504408,816,371
Qnt 4,1995-01-01,UMD,-0.0064911104645732545,0.0026562354990426825,0.039145385418318045,0.002655833910813423,0.039141864811226376,-4.015882292592726e-07,-3.520607091668515e-06,0.015118698225515266,0.9795952541872331,0.327285948494368,1.288002491927311,0.1977450957418354,0.9704420610309651,0.9709191314811155,0.0004770704501504408,816,371
Hi 20,1995-01-01,Mkt-RF,0.986956048459109,0.001897141211658938,0.033421122364039754,0.0018607728925108407,0.03309543230888855,-3.636831914809722e-05,-0.0003256900551512065,1.917006437085159,0.9976945069232085,0.3184275176686917,1.5163877642683627,0.12942133115447585,0.996625649468676,0.9967354702451556,0.00010982077647958555,816,371
Hi 20,1995-01-01,SMB,-0.155933301018006,0.001897141211658938,0.033421122364039754,0.0018957679031576357,0.033361099793256126,-1.3733085013022377e-06,-6.002257078362855e-05,0.0723883121015204,0.7709421641092544,0.44074121357762497,2.925311151457686,0.003441119652725755,0.996625649468676,0.9967354702451556,0.00010982077647958555,816,371
Hi 20,1995-01-01,HML,-0.01649931921746348,0.001897141211658938,0.033421122364039754,0.0018968549307306474,0.033419637718679854,-2.8628092829056234e-07,-1.4846453599004494e-06,0.015090122260336467,0.6865699246938468,0.49235378625022985,0.41013194444960427,0.6817091605537531,0.996625649468676,0.9967354702451556,0.00010982077647958555,816,371
Hi 20,1995-01-01,UMD,-0.0061039923773826416,0.001897141211658938,0.033421122364039754,0.001897116623179796,0.03341987841982969,-2.4588479141879685e-08,-1.2439442100622977e-06,0.0012960805969935423,0.07944857454116522,0.9366758338173986,0.4830235019077956,0.6290790490527765,0.996625649468676,0.9967354702451556,0.00010982077647958555,816,371
Lo 10,1995-01-01,Mkt-RF,0.9557423683382181,0.004027555318488058,0.04715816751228796,0.003994390114926069,0.04716310588918776,-3.3165203561989244e-05,4.938376899799035e-06,0.8234574311058611,0.7218582112765985,0.4703816558638303,-0.024096947956975184,0.9807752777944894,0.8916834366639307,0.8961762569773946,0.0044928203134638744,816,371
Lo 10,1995-01-01,SMB,1.6698505126623988,0.004027555318488058,0.04715816751228796,0.003967273188369451,0.04706439892810227,-6.028213011860777e-05,-9.376858418569389e-05,1.4967424492443135,1.910191585286459,0.056108550205907326,0.42694321323522616,0.6694206895683252,0.8916834366639307,0.8961762569773946,0.0044928203134638744,816,371
Lo 10,1995-01-01,HML,0.7768557190777821,0.004027555318488058,0.04715816751228796,0.004043211778176978,0.04725291973702995,1.565645968891992e-05,9.475222474198547e-05,-0.38873357287113175,-0.49531839225502633,0.6203753901096767,-0.560659168190222,0.575029907633624,0.8916834366639307,0.8961762569773946,0.0044928203134638744,816,371
Lo 10,1995-01-01,UMD,-0.15667709701082655,0.004027555318488058,0.04715816751228796,0.00400982610019171,0.04700258088347545,-1.7729218296348194e-05,-0.00015558662881251517,0.4401980083293736,1.3290137344105981,0.18384343869263597,2.3922910196095493,0.016743560250816136,0.8916834366639307,0.8961762569773946,0.0044928203134638744,816,371
2-Dec,1995-01-01,Mkt-RF,1.0504324706049781,0.004485871595162418,0.05117631005232279,0.004446856165522222,0.05114947201831683,-3.901542964019657e-05,-2.683803400595902e-05,0.8697402235559074,0.7203659498024308,0.4712997090286224,0.11669054345256942,0.9071052843095866,0.9606198883913937,0.9617397666408507,0.0011198782494570292,816,371
2-Dec,1995-01-01,SMB,1.2712165953019499,0.004485871595162418,0.05117631005232279,0.004455386626441865,0.05121358335585802,-3.048496872055332e-05,3.727330353522906e-05,0.6795773814263527,1.2443519006622654,0.21337007719938894,-0.2235991064473719,0.8230692590174402,0.9606198883913937,0.9617397666408507,0.0011198782494570292,816,371
2-Dec,1995-01-01,HML,0.48724112957718513,0.004485871595162418,0.05117631005232279,0.004490235368013532,0.05120810591964949,4.3637728511141186e-06,3.179586732670464e-05,-0.09727814892918532,-0.21474607775775592,0.8299652956899359,-0.29935894969541643,0.7646661801610257,0.9606198883913937,0.9617397666408507,0.0011198782494570292,816,371
2-Dec,1995-01-01,UMD,-0.05994574067065643,0.004485871595162418,0.05117631005232279,0.004478617668048009,0.05112892713459197,-7.253927114409149e-06,-4.7382917730820484e-05,0.16170608009002785,1.4194948404861494,0.15575480001702235,1.8840705449758224,0.05955543383609552,0.9606198883913937,0.9617397666408507,0.0011198782494570292,816,371
3-Dec,1995-01-01,Mkt-RF,1.0709141844034213,0.0038934464529936383,0.047937773505628514,0.0038570312368256263,0.04778762725104645,-3.641521616801202e-05,-0.00015014625458206754,0.9352951583554634,0.6771378397007523,0.4983185024683374,0.6391233193927293,0.5227427108017042,0.9767172568763901,0.9768747113237101,0.00015745444731996017,816,371
3-Dec,1995-01-01,SMB,1.0110319048097174,0.0038934464529936383,0.047937773505628514,0.0038777306862765606,0.04808308636909538,-1.571576671707776e-05,0.00014531286346686906,0.4036466638701051,0.9325474519114695,0.35105367560186096,-1.0849275207624787,0.27795375782239073,0.9767172568763901,0.9768747113237101,0.00015745444731996017,816,371
3-Dec,1995-01-01,HML,0.37044594802512565,0.0038934464529936383,0.047937773505628514,0.0039002846688700465,0.047942710721302295,6.8382158764082254e-06,4.937215673780915e-06,-0.1756340034200388,-0.5060742876363261,0.6128045000723101,-0.06126715371037416,0.9511464491838526,0.9767172568763901,0.9768747113237101,0.00015745444731996017,816,371
3-Dec,1995-01-01,UMD,-0.07410098588910595,0.0038934464529936383,0.047937773505628514,0.0038874736177377713,0.0478740073984416,-5.972835255866997e-06,-6.376610718691195e-05,0.15340740724132815,1.06930929160951,0.2849303251739248,2.0505501279713036,0.040310777365576644,0.9767172568763901,0.9768747113237101,0.00015745444731996017,816,371
4-Dec,1995-01-01,Mkt-RF,1.0445101710844626,0.0036555444568353687,0.0458578629565032,0.0036231748827071793,0.045841894765685065,-3.236957412818941e-05,-1.5968190818137218e-05,0.8854925582333633,0.6320268970861863,0.5273693017198995,0.06997083376279281,0.9442168740081411,0.9753623557378998,0.9756593698368224,0.0002970140989226877,816,371
4-Dec,1995-01-01,SMB,0.8916153487985993,0.0036555444568353687,0.0458578629565032,0.0036392377143013225,0.04603920426846155,-1.6306742534046188e-05,0.00018134131195834957,0.44608245711674516,1.1204959180976284,0.2625024910806335,-1.54740333660256,0.12176601717391433,0.9753623557378998,0.9756593698368224,0.0002970140989226877,816,371
4-Dec,1995-01-01,HML,0.3246531680907863,0.0036555444568353687,0.0458578629565032,0.0036613122904350284,0.045892270475588866,5.767833599659624e-06,3.440751908566353e-05,-0.15778316110681032,-0.48985442683050623,0.6242369136848012,-0.4950707787497703,0.6205501597718237,0.9753623557378998,0.9756593698368224,0.0002970140989226877,816,371
4-Dec,1995-01-01,UMD,-0.01699148103601198,0.0036555444568353687,0.0458578629565032,0.0036542261443280556,0.045842708993642414,-1.3183125073131484e-06,-1.5153962860788017e-05,0.03606336957133934,1.0783297886286727,0.28088660785053987,2.1260964685036767,0.03349522792729798,0.9753623557378998,0.9756593698368224,0.0002970140989226877,816,371
5-Dec,1995-01-01,Mkt-RF,1.0589216056231257,0.003456338678434503,0.04497166475080581,0.0034278744661525784,0.044895830211237164,-2.8464212281924424e-05,-7.583453956864356e-05,0.8235365492254615,0.5512326109535375,0.5814742275962697,0.32643094124911476,0.7440983307560307,0.9780689347830602,0.9784827539252,0.0004138191421397819,816,371
5-Dec,1995-01-01,SMB,0.7239558406651524,0.003456338678434503,0.04497166475080581,0.003448452617415314,0.04512469896120868,-7.886061019188751e-06,0.00015303421040287202,0.22816227670028635,0.71161598716393,0.4767026043993876,-1.6026512039180845,0.10901168226012348,0.9780689347830602,0.9784827539252,0.0004138191421397819,816,371
5-Dec,1995-01-01,HML,0.18670506321006908,0.003456338678434503,0.04497166475080581,0.003458947024804378,0.044989219358575416,2.6083463698753535e-06,1.7554607769608432e-05,-0.07546558982051971,-0.410189091985172,0.681667241976954,-0.4296763978812492,0.667431054548582,0.9780689347830602,0.9784827539252,0.0004138191421397819,816,371
5-Dec,1995-01-01,UMD,-0.010361893261469808,0.003456338678434503,0.04497166475080581,0.0034556158096370124,0.04496561601892961,-7.228687974904224e-07,-6.048731876200086e-06,0.0209142929771522,0.9932120728697312,0.3206066161007177,1.3867495759776574,0.16551813767791357,0.9780689347830602,0.9784827539252,0.0004138191421397819,816,371
6-Dec,1995-01-01,Mkt-RF,1.0808339575734651,0.0029193116168421095,0.04166057654193742,0.0028866196336479574,0.04159522615565597,-3.269198319415202e-05,-6.535038628145001e-05,1.1198524681484923,0.659939882578983,0.5092924091167794,0.27590945794897015,0.7826176093909714,0.96386032032221,0.964835809147267,0.000975488825056936,816,371
6-Dec,1995-01-01,SMB,0.4999692966832356,0.0029193116168421095,0.04166057654193742,0.0029135117908276093,0.04172097995701538,-5.799826014500197e-06,6.0403415077958655e-05,0.19867101480499058,0.8433404483876488,0.39903806720320856,-0.9111165691415868,0.36223395710258766,0.96386032032221,0.964835809147267,0.000975488825056936,816,371
6-Dec,1995-01-01,HML,0.22821521077592263,0.0029193116168421095,0.04166057654193742,0.002925428265895383,0.04168717250420279,6.1166490532733875e-06,2.6595962265368867e-05,-0.20952367736233368,-0.8614995497000403,0.38896296906552164,-0.5312575044798005,0.5952403490713452,0.96386032032221,0.964835809147267,0.000975488825056936,816,371
6-Dec,1995-01-01,UMD,-0.01750336507749964,0.0029193116168421095,0.04166057654193742,0.0029184747055985994,0.04165116980326588,-8.369112435100551e-07,-9.406738671544068e-06,0.028668102393788378,0.7852677765221812,0.4322965846099356,1.276197641278421,0.201885662240618,0.96386032032221,0.964835809147267,0.000975488825056936,816,371
7-Dec,1995-01-01,Mkt-RF,1.0687896016318104,0.0028144041144777567,0.04014852742983965,0.0027824600882511374,0.04003126855195346,-3.1944026226619297e-05,-0.00011725887788619632,1.1350191702141843,0.648007047597364,0.5169803920197471,0.5002328205309299,0.6169111509224068,0.9633071257064745,0.9637897599848616,0.00048263427838712847,816,371
7-Dec,1995-01-01,SMB,0.4137288078803637,0.0028144041144777567,0.04014852742983965,0.0028128713311069914,0.040240950192979234,-1.532783370765227e-06,9.242276313958103e-05,0.05446209245077271,0.2628145197640537,0.7926935436887343,-1.6891637553072976,0.09118805270359975,0.9633071257064745,0.9637897599848616,0.00048263427838712847,816,371
7-Dec,1995-01-01,HML,0.1367343742606305,0.0028144041144777567,0.04014852742983965,0.0028152381989736954,0.040145678092766125,8.340844959387958e-07,-2.8493370735280243e-06,-0.029636273328628546,-0.19312659940906923,0.8468598214684695,0.0970235764817775,0.9227076714510245,0.9633071257064745,0.9637897599848616,0.00048263427838712847,816,371
7-Dec,1995-01-01,UMD,0.019445982233149882,0.0028144041144777567,0.04014852742983965,0.0028156681913604448,0.0401636160885922,1.2640768826881026e-06,1.5088658752548945e-05,-0.044914547849951025,-1.0196210233502614,0.30790823042991455,-1.847149675819507,0.06472545058507673,0.9633071257064745,0.9637897599848616,0.00048263427838712847,816,371
8-Dec,1995-01-01,Mkt-RF,1.050220974755253,0.0026138062501023327,0.03892643359230467,0.0025783360612012898,0.03871035991579455,-3.547018890104293e-05,-0.00021607367651011594,1.357032063859142,0.7716319177643947,0.44033246456693664,0.9401849796932003,0.347122684963852,0.9607380751706169,0.9613089676133463,0.0005708924427293427,816,371
8-Dec,1995-01-01,SMB,0.1885430657468503,0.0026138062501023327,0.03892643359230467,0.002612716684056971,0.038969751977334106,-1.0895660453617492e-06,4.331838502943941e-05,0.04168503481538051,0.42703596052815723,0.6693531355798301,-1.7351227843789145,0.08271905943647573,0.9607380751706169,0.9613089676133463,0.0005708924427293427,816,371
8-Dec,1995-01-01,HML,0.12743573378780634,0.0026138062501023327,0.03892643359230467,0.002614358326061848,0.03892636912789206,5.520759595151713e-07,-6.446441260660185e-08,-0.021121533376605748,-0.14490144630626106,0.8847886845016466,0.002305137005109639,0.9981607684019287,0.9607380751706169,0.9613089676133463,0.0005708924427293427,816,371
8-Dec,1995-01-01,UMD,-0.022161553986154308,0.0026138062501023327,0.03892643359230467,0.0026124641436462977,0.038916728781644934,-1.342106456035056e-06,-9.704810659733054e-06,0.0513468225115198,0.9582239771949547,0.33794982907440874,1.039119342819998,0.29874923608246284,0.9607380751706169,0.9613089676133463,0.0005708924427293427,816,371
9-Dec,1995-01-01,Mkt-RF,1.0401402489600076,0.0021734163779006574,0.03546568858675527,0.002143858073402,0.035241712227458456,-2.9558304498657467e-05,-0.00022397635929681525,1.3599927192601895,0.6868184906003127,0.49219711616817863,0.9825077078425014,0.32584978755904515,0.9678901084114458,0.9681020363260334,0.00021192791458757299,816,371
9-Dec,1995-01-01,SMB,0.0424510684430034,0.0021734163779006574,0.03546568858675527,0.0021735548721848836,0.03547600813916345,1.3849428422618368e-07,1.0319552408176447e-05,-0.006372192904884513,-0.2707826351566766,0.7865582162319456,-1.837194684558212,0.06618116009869457,0.9678901084114458,0.9681020363260334,0.00021192791458757299,816,371
9-Dec,1995-01-01,HML,0.09306122187202268,0.0021734163779006574,0.03546568858675527,0.002174028854602483,0.035469814206982926,6.124767018256781e-07,4.125620227654614e-06,-0.028180366544273517,-0.24289394695271316,0.8080875548123974,-0.2030220457550857,0.8391178010069078,0.9678901084114458,0.9681020363260334,0.00021192791458757299,816,371
9-Dec,1995-01-01,UMD,-0.03570865909772695,0.0021734163779006574,0.03546568858675527,0.0021725462637117595,0.03545914387914796,-8.70114188897958e-07,-6.544707607310241e-06,0.04003439919498616,0.4420027962233043,0.6584871824937784,0.4343819827849715,0.6640110791181495,0.9678901084114458,0.9681020363260334,0.00021192791458757299,816,371
Hi 10,1995-01-01,Mkt-RF,0.9764276832849019,0.0019016032625907146,0.03354540424660412,0.0018644648695444082,0.03322690634852,-3.713839304630637e-05,-0.0003184978980841219,1.9530042768074347,1.0471239117677702,0.2950424322114866,1.4941881357449538,0.1351264527097633,0.9909381478293161,0.9911561897399682,0.00021804191065211143,816,371
Hi 10,1995-01-01,SMB,-0.2009538373960565,0.0019016032625907146,0.03354540424660412,0.0018996545611656987,0.0334737004396801,-1.9487014250158235e-06,-7.170380692402001e-05,0.10247676070774842,0.8431516195370173,0.39914365235597815,2.707290310055991,0.006783490894233912,0.9909381478293161,0.9911561897399682,0.00021804191065211143,816,371
Hi 10,1995-01-01,HML,-0.03581287918078867,0.0019016032625907146,0.03354540424660412,0.001900928129282472,0.03354278340078252,-6.751333082425943e-07,-2.620845821602047e-06,0.03550337347038431,0.7434164061767917,0.45722961452198163,0.33353055219582584,0.738733831075415,0.9909381478293161,0.9911561897399682,0.00021804191065211143,816,371
